      27       0
      27       0
      27       0
      27       0
      27       0
      30       0
      30       0
      30       0
      30       0
      30       0
      30       0
      30       0
      30       0
      30       0
      30       1
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       0
      33       1
      33       1
      33       1
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       0
      36       1
      36       1
      36       1
      36       1
      36       1
      36       1
      36       1
      39       0
      39       0
      39       0
      39       0
      39       0
      39       0
      39       0
      39       0
      39       0
      39       0
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      39       1
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       0
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      42       1
      45       0
      45       0
      45       0
      45       0
      45       0
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      45       1
      48       0
      48       0
      48       0
      48       0
      48       0
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      48       1
      51       0
      51       1
      51       1
      51       1
      51       1
      51       1
      51       1
      51       1
      54       1
      54       1
      54       1
      54       1
      54       1
      54       1
      57       1
